1	72
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.5	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3625	-0.5	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.225	-0.5	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0875	-0.5	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	-0.5	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	-0.5	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	-0.5	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.4625	-0.5	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56875	-0.380922	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43125	-0.380922	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29375	-0.380922	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15625	-0.380922	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.01875	-0.380922	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.11875	-0.380922	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.25625	-0.380922	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.39375	-0.380922	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.261843	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3625	-0.261843	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.225	-0.261843	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0875	-0.261843	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	-0.261843	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	-0.261843	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	-0.261843	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.4625	-0.261843	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56875	-0.142765	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43125	-0.142765	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29375	-0.142765	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15625	-0.142765	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.01875	-0.142765	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.11875	-0.142765	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.25625	-0.142765	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.39375	-0.142765	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.023686	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3625	-0.023686	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.225	-0.023686	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0875	-0.023686	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	-0.023686	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	-0.023686	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	-0.023686	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.4625	-0.023686	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56875	0.0953925	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43125	0.0953925	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29375	0.0953925	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15625	0.0953925	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.01875	0.0953925	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.11875	0.0953925	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.25625	0.0953925	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.39375	0.0953925	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	0.214471	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3625	0.214471	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.225	0.214471	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0875	0.214471	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.214471	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	0.214471	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	0.214471	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.4625	0.214471	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56875	0.333549	0	0	
